store_id,retailer,retailer_key,address,zip_code,full_address,latitude,longitude,geocode_source,geocode_confidence
2478,Shaw's,shaws,114-128 Essex Center Dr,01960,"114-128 Essex Center Dr, Peabody, MA 01960",42.5326,-70.9612,zip_centroid,zip_centroid
2445,Shaw's,shaws,739 Chief Justice Cushing Hwy,02025,"739 Chief Justice Cushing Hwy, Cohasset, MA 02025",42.2395,-70.8128,zip_centroid,zip_centroid
4407,Shaw's,shaws,715 Crescent St,02302,"715 Crescent St, Brockton, MA 02302",42.0847,-71.0002,zip_centroid,zip_centroid
1429,Shaw's,shaws,641 Belmont St,02301,"641 Belmont St, Brockton, MA 02301",42.0794,-71.04,zip_centroid,zip_centroid
440,Shaw's,shaws,35 Columbia Rd,02339,"35 Columbia Rd, Hanover, MA 02339",42.1214,-70.857,zip_centroid,zip_centroid
1409,Shaw's,shaws,476 Liberty St,02341,"476 Liberty St, Hanson, MA 02341",42.0616,-70.8651,zip_centroid,zip_centroid
2594,Star Market,starmarket,1 Snow Rd,02050,"1 Snow Rd, Marshfield, MA 02050",42.1062,-70.6993,zip_centroid,zip_centroid
2408,Shaw's,shaws,690 Depot St,02356,"690 Depot St, North Easton, MA 02356",42.059,-71.1123,zip_centroid,zip_centroid
418,Shaw's,shaws,780 S Main St,02067,"780 S Main St, Sharon, MA 02067",42.1094,-71.1759,zip_centroid,zip_centroid
431,Shaw's,shaws,390 West St,02048,"390 West St, Mansfield, MA 02048",42.0212,-71.2178,zip_centroid,zip_centroid
1420,Shaw's,shaws,300 New State Hwy,02767,"300 New State Hwy, Raynham, MA 02767",41.9324,-71.0469,zip_centroid,zip_centroid
1412,Shaw's,shaws,125 Robert Toner Blvd,02763,"125 Robert Toner Blvd, North Attleboro, MA 02763",41.9726,-71.3082,zip_centroid,zip_centroid
1414,Shaw's,shaws,230 Main St,02052,"230 Main St, Medfield, MA 02052",42.1845,-71.3048,zip_centroid,zip_centroid
1632,Shaw's,shaws,100 N Main St,02330,"100 N Main St, Carver, MA 02330",41.8883,-70.7678,zip_centroid,zip_centroid
2653,Shaw's,shaws,127 Marion Rd,02571,"127 Marion Rd, Wareham, MA 02571",41.7541,-70.7116,zip_centroid,zip_centroid
2585,Shaw's,shaws,2260 State Rd,02360,"2260 State Rd, Plymouth, MA 02360",41.9104,-70.642,zip_centroid,zip_centroid
1411,Shaw's,shaws,4171 N Main St,02720,"4171 N Main St, Fall River, MA 02720",41.7182,-71.14,zip_centroid,zip_centroid
619,Shaw's,shaws,15 State Rd,02747,"15 State Rd, Dartmouth, MA 02747",41.6338,-70.9958,zip_centroid,zip_centroid
603,Shaw's,shaws,137 Tea Ticket Hwy,02536,"137 Tea Ticket Hwy, East Falmouth, MA 02536",41.5968,-70.5671,zip_centroid,zip_centroid
3581,Shaw's,shaws,255 E Central St,02038,"255 E Central St, Franklin, MA 02038",42.0935,-71.4058,zip_centroid,zip_centroid
1598,Shaw's,shaws,1070 Iyannough Rd,02601,"1070 Iyannough Rd, Hyannis, MA 02601",41.6601,-70.2967,zip_centroid,zip_centroid
4595,Shaw's,shaws,625 W Main St,02601,"625 W Main St, Hyannis, MA 02601",41.6601,-70.2967,zip_centroid,zip_centroid
3692,Shaw's,shaws,1108 State Rd,02664,"1108 State Rd, South Yarmouth, MA 02664",41.6739,-70.1949,zip_centroid,zip_centroid
2571,Shaw's,shaws,509 Boston Post Rd,01776,"509 Boston Post Rd, Sudbury, MA 01776",42.3837,-71.4282,zip_centroid,zip_centroid
1419,Shaw's,shaws,301 Pond St,01721,"301 Pond St, Ashland, MA 01721",42.2539,-71.4583,zip_centroid,zip_centroid
1430,Shaw's,shaws,65 Main St,02053,"65 Main St, Medway, MA 02053",42.1514,-71.4217,zip_centroid,zip_centroid
2584,Shaw's,shaws,155 Great Rd,01775,"155 Great Rd, Stow, MA 01775",42.4308,-71.515,zip_centroid,zip_centroid
2492,Shaw's,shaws,586 Nashua St,03055,"586 Nashua St, Milford, NH 03055",42.8285,-71.6606,zip_centroid,zip_centroid
678,Shaw's,shaws,7 Continental Blvd,03054,"7 Continental Blvd, Merrimack, NH 03054",42.8667,-71.5128,zip_centroid,zip_centroid
3505,Shaw's,shaws,570 Daniel Webster Hwy,03054,"570 Daniel Webster Hwy, Merrimack, NH 03054",42.8667,-71.5128,zip_centroid,zip_centroid
113,Shaw's,shaws,300 Main St,03060,"300 Main St, Nashua, NH 03060",42.7564,-71.4667,zip_centroid,zip_centroid
484,Shaw's,shaws,1 Orchard View Dr,03053,"1 Orchard View Dr, Londonderry, NH 03053",42.8656,-71.3772,zip_centroid,zip_centroid
3510,Shaw's,shaws,213 Daniel Webster Hwy,03060,"213 Daniel Webster Hwy, Nashua, NH 03060",42.7564,-71.4667,zip_centroid,zip_centroid
3483,Shaw's,shaws,55 Crystal Ave,03038,"55 Crystal Ave, Derry, NH 03038",42.8874,-71.302,zip_centroid,zip_centroid
4486,Shaw's,shaws,1328 Hooksett Rd,03106,"1328 Hooksett Rd, Hooksett, NH 03106",43.0617,-71.4444,zip_centroid,zip_centroid
686,Shaw's,shaws,43 Indian Rock Rd,03087,"43 Indian Rock Rd, Windham, NH 03087",42.8051,-71.3067,zip_centroid,zip_centroid
4694,Shaw's,shaws,135 Dublin Rd,03458,"135 Dublin Rd, Peterborough, NH 03458",42.8856,-71.947,zip_centroid,zip_centroid
4514,Shaw's,shaws,276 W Main St,03244,"276 W Main St, Hillsborough, NH 03244",43.1141,-71.8992,zip_centroid,zip_centroid
811,Shaw's,shaws,20 D'amante Dr,03301,"20 D'amante Dr, Concord, NH 03301",43.2185,-71.5277,zip_centroid,zip_centroid
3669,Shaw's,shaws,4 Plaistow Rd,03865,"4 Plaistow Rd, Plaistow, NH 03865",42.8356,-71.0934,zip_centroid,zip_centroid
621,Shaw's,shaws,100 Shaws Ln,03885,"100 Shaws Ln, Stratham, NH 03885",43.0194,-70.8997,zip_centroid,zip_centroid
4512,Shaw's,shaws,33 Lafayette Rd Unit 4,03862,"33 Lafayette Rd Unit 4, North Hampton, NH 03862",42.9776,-70.8267,zip_centroid,zip_centroid
2479,Shaw's,shaws,851 Central Ave,03820,"851 Central Ave, Dover, NH 03820",43.1888,-70.8868,zip_centroid,zip_centroid
4534,Shaw's,shaws,48 John Stark Hwy,03773,"48 John Stark Hwy, Newport, NH 03773",43.3532,-72.1838,zip_centroid,zip_centroid
3533,Shaw's,shaws,32 Ames Plaza Ln #441,03608,"32 Ames Plaza Ln #441, Walpole, NH 03608",43.0765,-72.4155,zip_centroid,zip_centroid
2190,Shaw's,shaws,96 Daniel Webster Hwy,03220,"96 Daniel Webster Hwy, Belmont, NH 03220",43.4512,-71.489,zip_centroid,zip_centroid
1402,Shaw's,shaws,1400 Lakeshore Dr,03249,"1400 Lakeshore Dr, Gilford, NH 03249",43.5475,-71.4072,zip_centroid,zip_centroid
4555,Shaw's,shaws,10 Benning Dr,03784,"10 Benning Dr, West Lebanon, NH 03784",43.644,-72.3007,zip_centroid,zip_centroid
2403,Shaw's,shaws,1150 Eastman Rd,03813,"1150 Eastman Rd, Center Conway, NH 03813",43.9878,-71.0607,zip_centroid,zip_centroid
4560,Shaw's,shaws,1364 Main St,04073,"1364 Main St, Sanford, ME 04073",43.4285,-70.7585,zip_centroid,zip_centroid
2626,Shaw's,shaws,4 Scammon St Suite 10,04072,"4 Scammon St Suite 10, Saco, ME 04072",43.5209,-70.4546,zip_centroid,zip_centroid
4543,Shaw's,shaws,1364 Congress St,04102,"1364 Congress St, Portland, ME 04102",43.6602,-70.2898,zip_centroid,zip_centroid
3544,Shaw's,shaws,180 Waterman Dr,04106,"180 Waterman Dr, South Portland, ME 04106",43.6318,-70.2709,zip_centroid,zip_centroid
2541,Shaw's,shaws,91 Auburn St,04103,"91 Auburn St, Portland, ME 04103",43.6876,-70.2876,zip_centroid,zip_centroid
4651,Shaw's,shaws,251 US Hwy 1,04105,"251 US Hwy 1, Falmouth, ME 04105",43.734,-70.2625,zip_centroid,zip_centroid
2538,Shaw's,shaws,770 Roosevelt Trail,04062,"770 Roosevelt Trail, Windham, ME 04062",43.7958,-70.4143,zip_centroid,zip_centroid
608,Shaw's,shaws,200 Lower Main St,04032,"200 Lower Main St, Freeport, ME 04032",43.857,-70.1031,zip_centroid,zip_centroid
628,Shaw's,shaws,147 Bath Rd,04011,"147 Bath Rd, Brunswick, ME 04011",43.8973,-69.9779,zip_centroid,zip_centroid
4559,Shaw's,shaws,27 E Ave,04240,"27 E Ave, Lewiston, ME 04240",44.0985,-70.1916,zip_centroid,zip_centroid
2550,Shaw's,shaws,600 Center St,04210,"600 Center St, Auburn, ME 04210",44.0948,-70.239,zip_centroid,zip_centroid
553,Shaw's,shaws,1 Chandler Dr,04530,"1 Chandler Dr, Bath, ME 04530",43.9062,-69.8266,zip_centroid,zip_centroid
1609,Shaw's,shaws,670 Bath Rd,04578,"670 Bath Rd, Wiscasset, ME 04578",44.0074,-69.6826,zip_centroid,zip_centroid
2552,Shaw's,shaws,150 Western Ave,04330,"150 Western Ave, Augusta, ME 04330",44.3232,-69.7665,zip_centroid,zip_centroid
3548,Shaw's,shaws,235 Camden St,04841,"235 Camden St, Rockland, ME 04841",44.1123,-69.1139,zip_centroid,zip_centroid
3551,Shaw's,shaws,251 Kennedy Memorial Dr,04901,"251 Kennedy Memorial Dr, Waterville, ME 04901",44.5543,-69.6178,zip_centroid,zip_centroid
4556,Shaw's,shaws,353 Main St,04401,"353 Main St, Bangor, ME 04401",44.8242,-68.7918,zip_centroid,zip_centroid
57,Shaw's,shaws,175 High St,04605,"175 High St, Ellsworth, ME 04605",44.5548,-68.4121,zip_centroid,zip_centroid
629,Shaw's,shaws,1073 W Main St,04426,"1073 W Main St, Dover Foxcroft, ME 04426",45.1877,-69.2045,zip_centroid,zip_centroid
47,Albertsons,albertsons,511 Central Ave,59102,"511 Central Ave, Billings, MT 59102",45.7813,-108.5727,zip_centroid,zip_centroid
4025,Albertsons,albertsons,611 N 27th St,59101,"611 N 27th St, Billings, MT 59101",45.7745,-108.5005,zip_centroid,zip_centroid
630,Albertsons,albertsons,2334 Central Ave,59102,"2334 Central Ave, Billings, MT 59102",45.7813,-108.5727,zip_centroid,zip_centroid
38,Albertsons,albertsons,1212 Grand Ave,59102,"1212 Grand Ave, Billings, MT 59102",45.7813,-108.5727,zip_centroid,zip_centroid
1227,Albertsons,albertsons,670 Main St,59105,"670 Main St, Billings, MT 59105",45.9497,-108.599,zip_centroid,zip_centroid
4041,Albertsons,albertsons,3137 Grand Ave,59102,"3137 Grand Ave, Billings, MT 59102",45.7813,-108.5727,zip_centroid,zip_centroid
3447,Albertsons,albertsons,205 S 1st Ave,59044,"205 S 1st Ave, Laurel, MT 59044",45.6745,-108.769,zip_centroid,zip_centroid
3367,Albertsons,albertsons,5317 Grand Ave,59106,"5317 Grand Ave, Billings, MT 59106",45.7753,-108.6519,zip_centroid,zip_centroid
42,Albertsons,albertsons,2120 W Park St,59047,"2120 W Park St, Livingston, MT 59047",45.6546,-110.5609,zip_centroid,zip_centroid
19,Albertsons,albertsons,117 W Janeaux St,59457,"117 W Janeaux St, Lewistown, MT 59457",47.0563,-109.4203,zip_centroid,zip_centroid
2999,Safeway,safeway,1735 W Main St,59715,"1735 W Main St, Bozeman, MT 59715",45.6693,-111.0431,zip_centroid,zip_centroid
6,Albertsons,albertsons,200 S 23rd Ave,59718,"200 S 23rd Ave, Bozeman, MT 59718",45.6681,-111.2404,zip_centroid,zip_centroid
9,Albertsons,albertsons,6999 Jackrabbit Ln,59714,"6999 Jackrabbit Ln, Belgrade, MT 59714",45.7801,-111.1439,zip_centroid,zip_centroid
39,Albertsons,albertsons,519 S Haynes Ave,59301,"519 S Haynes Ave, Miles City, MT 59301",46.4075,-105.8332,zip_centroid,zip_centroid
1486,Safeway,safeway,611 N Montana Ave,59601,"611 N Montana Ave, Helena, MT 59601",46.6131,-112.0213,zip_centroid,zip_centroid
4008,Albertsons,albertsons,3151 N Montana Ave,59602,"3151 N Montana Ave, Helena, MT 59602",46.7074,-111.958,zip_centroid,zip_centroid
37,Albertsons,albertsons,2250 10th Ave S,59405,"2250 10th Ave S, Great Falls, MT 59405",47.495,-111.2502,zip_centroid,zip_centroid
35,Albertsons,albertsons,1414 3rd St NW,59404,"1414 3rd St NW, Great Falls, MT 59404",47.5098,-111.3405,zip_centroid,zip_centroid
2013,Albertsons,albertsons,30 S 3rd St E,59538,"30 S 3rd St E, Malta, MT 59538",48.3692,-107.8408,zip_centroid,zip_centroid
3435,Albertsons,albertsons,1005 W Coulter Ave,82435,"1005 W Coulter Ave, Powell, WY 82435",44.7561,-108.7773,zip_centroid,zip_centroid
3279,Safeway,safeway,2500 Massachusetts Ave,59701,"2500 Massachusetts Ave, Butte, MT 59701",45.9979,-112.5988,zip_centroid,zip_centroid
614,Albertsons,albertsons,130 5th Ave N,59474,"130 5th Ave N, Shelby, MT 59474",48.5037,-111.8391,zip_centroid,zip_centroid
33,Albertsons,albertsons,501 W Main St,59427,"501 W Main St, Cut Bank, MT 59427",48.6603,-112.3654,zip_centroid,zip_centroid
1158,Safeway,safeway,201 N Main St,59722,"201 N Main St, Deer Lodge, MT 59722",46.3881,-112.7476,zip_centroid,zip_centroid
259,Safeway,safeway,310 W Front St,59701,"310 W Front St, Butte, MT 59701",45.9979,-112.5988,zip_centroid,zip_centroid
4022,Albertsons,albertsons,1300 E Park Ave,59711,"1300 E Park Ave, Anaconda, MT 59711",46.1299,-112.9739,zip_centroid,zip_centroid
1646,Safeway,safeway,146 South Shore Route,59860,"146 South Shore Route, Polson, MT 59860",47.6876,-114.1404,zip_centroid,zip_centroid
24,Albertsons,albertsons,1003 E Broadway St,59802,"1003 E Broadway St, Missoula, MT 59802",46.9006,-114.0027,zip_centroid,zip_centroid
832,Albertsons,albertsons,117 Main St S,59526,"117 Main St S, Harlem, MT 59526",48.5398,-108.7693,zip_centroid,zip_centroid
43,Albertsons,albertsons,2230 N Reserve St,59808,"2230 N Reserve St, Missoula, MT 59808",46.9776,-114.0619,zip_centroid,zip_centroid
20,Albertsons,albertsons,2205 Oxford St,59801,"2205 Oxford St, Missoula, MT 59801",46.8563,-114.0252,zip_centroid,zip_centroid
1010,Albertsons,albertsons,3800 Russell St,59801,"3800 Russell St, Missoula, MT 59801",46.8563,-114.0252,zip_centroid,zip_centroid
18,Albertsons,albertsons,900 W Idaho St,59901,"900 W Idaho St, Kalispell, MT 59901",48.2028,-114.3039,zip_centroid,zip_centroid
2106,Safeway,safeway,6580 Hwy 93 S,59937,"6580 Hwy 93 S, Whitefish, MT 59937",48.404,-114.3509,zip_centroid,zip_centroid
1581,Safeway,safeway,570 N Montana St,59725,"570 N Montana St, Dillon, MT 59725",45.2339,-112.6405,zip_centroid,zip_centroid
4040,Albertsons,albertsons,1313 N 1st St,59840,"1313 N 1st St, Hamilton, MT 59840",46.2395,-114.1679,zip_centroid,zip_centroid
3269,Safeway,safeway,101 E Main St,59840,"101 E Main St, Hamilton, MT 59840",46.2395,-114.1679,zip_centroid,zip_centroid
2954,Safeway,safeway,6519 S Main St,83805,"6519 S Main St, Bonners Ferry, ID 83805",48.7306,-116.3322,zip_centroid,zip_centroid
350,Safeway,safeway,702 N 5th Ave,83864,"702 N 5th Ave, Sandpoint, ID 83864",48.312,-116.5332,zip_centroid,zip_centroid
254,Safeway,safeway,161 W Prairie Ave,83835,"161 W Prairie Ave, Hayden, ID 83835",47.7989,-116.7423,zip_centroid,zip_centroid
3368,Jewel-Osco,jewelosco,550 N State St,60654,"550 N State St, Chicago, IL 60654",41.8923,-87.6373,zip_centroid,zip_centroid
3376,Jewel-Osco,jewelosco,370 N Des Plaines St,60661,"370 N Des Plaines St, Chicago, IL 60661",41.8814,-87.643,zip_centroid,zip_centroid
3234,Jewel-Osco,jewelosco,102 W Division St,60610,"102 W Division St, Chicago, IL 60610",41.9033,-87.6336,zip_centroid,zip_centroid
3345,Jewel-Osco,jewelosco,1224 S Wabash Ave,60605,"1224 S Wabash Ave, Chicago, IL 60605",41.8713,-87.6277,zip_centroid,zip_centroid
3546,Jewel-Osco,jewelosco,424 W Division St,60610,"424 W Division St, Chicago, IL 60610",41.9033,-87.6336,zip_centroid,zip_centroid
4500,Jewel-Osco,jewelosco,1340 S Canal St,60607,"1340 S Canal St, Chicago, IL 60607",41.8721,-87.6578,zip_centroid,zip_centroid
1241,Jewel-Osco,jewelosco,1341 N Paulina St,60622,"1341 N Paulina St, Chicago, IL 60622",41.9019,-87.6779,zip_centroid,zip_centroid
3344,Jewel-Osco,jewelosco,1220 S Ashland Ave,60608,"1220 S Ashland Ave, Chicago, IL 60608",41.8515,-87.6694,zip_centroid,zip_centroid
4043,Jewel-Osco,jewelosco,443 E 34th St,60616,"443 E 34th St, Chicago, IL 60616",41.8426,-87.6306,zip_centroid,zip_centroid
202,Jewel-Osco,jewelosco,2550 N Clybourn Ave,60614,"2550 N Clybourn Ave, Chicago, IL 60614",41.9229,-87.6483,zip_centroid,zip_centroid
3441,Jewel-Osco,jewelosco,2940 N Ashland Ave,60657,"2940 N Ashland Ave, Chicago, IL 60657",41.9399,-87.6528,zip_centroid,zip_centroid
3514,Jewel-Osco,jewelosco,3531 N Broadway St,60657,"3531 N Broadway St, Chicago, IL 60657",41.9399,-87.6528,zip_centroid,zip_centroid
3632,Jewel-Osco,jewelosco,3630 N Southport Ave,60613,"3630 N Southport Ave, Chicago, IL 60613",41.9543,-87.6575,zip_centroid,zip_centroid
2602,Jewel-Osco,jewelosco,3644 S Archer Ave,60609,"3644 S Archer Ave, Chicago, IL 60609",41.8097,-87.6533,zip_centroid,zip_centroid
901,Jewel-Osco,jewelosco,3400 N Western Ave,60618,"3400 N Western Ave, Chicago, IL 60618",41.9464,-87.7042,zip_centroid,zip_centroid
3455,Jewel-Osco,jewelosco,4355 N Sheridan Rd,60613,"4355 N Sheridan Rd, Chicago, IL 60613",41.9543,-87.6575,zip_centroid,zip_centroid
3454,Jewel-Osco,jewelosco,4250 N Lincoln Ave,60618,"4250 N Lincoln Ave, Chicago, IL 60618",41.9464,-87.7042,zip_centroid,zip_centroid
3470,Jewel-Osco,jewelosco,3570 N Elston Ave,60618,"3570 N Elston Ave, Chicago, IL 60618",41.9464,-87.7042,zip_centroid,zip_centroid
3443,Jewel-Osco,jewelosco,5343 N Broadway,60640,"5343 N Broadway, Chicago, IL 60640",41.9719,-87.6624,zip_centroid,zip_centroid
3407,Jewel-Osco,jewelosco,5516 N Clark St,60640,"5516 N Clark St, Chicago, IL 60640",41.9719,-87.6624,zip_centroid,zip_centroid
3082,Jewel-Osco,jewelosco,6014 S Cottage Grove,60637,"6014 S Cottage Grove, Chicago, IL 60637",41.7813,-87.6051,zip_centroid,zip_centroid
3262,Jewel-Osco,jewelosco,4660 W Irving Park Rd,60641,"4660 W Irving Park Rd, Chicago, IL 60641",41.9453,-87.7474,zip_centroid,zip_centroid
3442,Jewel-Osco,jewelosco,4042 W Foster Ave,60630,"4042 W Foster Ave, Chicago, IL 60630",41.9699,-87.7603,zip_centroid,zip_centroid
3170,Jewel-Osco,jewelosco,5320 S Pulaski Rd,60632,"5320 S Pulaski Rd, Chicago, IL 60632",41.8093,-87.7052,zip_centroid,zip_centroid
288,Jewel-Osco,jewelosco,438 W Madison St,60302,"438 W Madison St, Oak Park, IL 60302",41.8925,-87.7895,zip_centroid,zip_centroid
3721,Jewel-Osco,jewelosco,6107 S Archer Ave,60638,"6107 S Archer Ave, Chicago, IL 60638",41.7814,-87.7705,zip_centroid,zip_centroid
3236,Jewel-Osco,jewelosco,7036 Roosevelt Rd,60304,"7036 Roosevelt Rd, Oak Park, IL 60304",41.8725,-87.7877,zip_centroid,zip_centroid
1403,Jewel-Osco,jewelosco,7122 40th St,60402,"7122 40th St, Stickney, IL 60402",41.8347,-87.7914,zip_centroid,zip_centroid
3223,Jewel-Osco,jewelosco,7525 W Lake St,60305,"7525 W Lake St, River Forest, IL 60305",41.8951,-87.8159,zip_centroid,zip_centroid
230,Jewel-Osco,jewelosco,7530 S Stony Island Ave,60649,"7530 S Stony Island Ave, Chicago, IL 60649",41.762,-87.5703,zip_centroid,zip_centroid
3181,Jewel-Osco,jewelosco,87 W 87th St,60620,"87 W 87th St, Chicago, IL 60620",41.7411,-87.6543,zip_centroid,zip_centroid
3176,Jewel-Osco,jewelosco,9400 S Ashland Ave,60620,"9400 S Ashland Ave, Chicago, IL 60620",41.7411,-87.6543,zip_centroid,zip_centroid
4060,Jewel-Osco,jewelosco,7910 S Cicero Ave,60459,"7910 S Cicero Ave, Burbank, IL 60459",41.7447,-87.7699,zip_centroid,zip_centroid
92,Jewel-Osco,jewelosco,1655 E 95th St,60617,"1655 E 95th St, Chicago, IL 60617",41.7257,-87.556,zip_centroid,zip_centroid
607,Jewel-Osco,jewelosco,9424 S Pulaski Rd,60453,"9424 S Pulaski Rd, Oak Lawn, IL 60453",41.7143,-87.7516,zip_centroid,zip_centroid
1214,Jewel-Osco,jewelosco,3128 W 103rd St,60655,"3128 W 103rd St, Chicago, IL 60655",41.6948,-87.7038,zip_centroid,zip_centroid
157,Jewel-Osco,jewelosco,4650 W 103rd St,60453,"4650 W 103rd St, Oak Lawn, IL 60453",41.7143,-87.7516,zip_centroid,zip_centroid
86,Jewel-Osco,jewelosco,8801 S Ridgeland Ave,60453,"8801 S Ridgeland Ave, Oak Lawn, IL 60453",41.7143,-87.7516,zip_centroid,zip_centroid
3349,Jewel-Osco,jewelosco,2520 N Narragansett Ave,60639,"2520 N Narragansett Ave, Chicago, IL 60639",41.9202,-87.7535,zip_centroid,zip_centroid
3538,Jewel-Osco,jewelosco,1763 W Howard St,60626,"1763 W Howard St, Chicago, IL 60626",42.0095,-87.6689,zip_centroid,zip_centroid
3487,Jewel-Osco,jewelosco,2485 Howard St,60202,"2485 Howard St, Evanston, IL 60202",42.0302,-87.6865,zip_centroid,zip_centroid
1282,Jewel-Osco,jewelosco,4729 N Central Ave,60630,"4729 N Central Ave, Chicago, IL 60630",41.9699,-87.7603,zip_centroid,zip_centroid
3428,Jewel-Osco,jewelosco,1128 Chicago Ave,60202,"1128 Chicago Ave, Evanston, IL 60202",42.0302,-87.6865,zip_centroid,zip_centroid
187,Jewel-Osco,jewelosco,11730 S Marshfield Ave,60643,"11730 S Marshfield Ave, Chicago, IL 60643",41.6996,-87.6628,zip_centroid,zip_centroid
2504,Jewel-Osco,jewelosco,3243 W 115th St,60803,"3243 W 115th St, Merrionette Park, IL 60803",41.6721,-87.7357,zip_centroid,zip_centroid
63,Jewel-Osco,jewelosco,763 E 162nd St,60473,"763 E 162nd St, South Holland, IL 60473",41.5979,-87.5938,zip_centroid,zip_centroid
3098,Jewel-Osco,jewelosco,12001 S Pulaski Rd,60803,"12001 S Pulaski Rd, Alsip, IL 60803",41.6721,-87.7357,zip_centroid,zip_centroid
3188,Jewel-Osco,jewelosco,17705 S Halsted St,60430,"17705 S Halsted St, Homewood, IL 60430",41.5556,-87.6616,zip_centroid,zip_centroid
